7,17.5,1.39,10.21,84
7,17.5,1.07,6.23,58
7,17.5,0.97,5.24,51
7,17.5,1.28,8.73,75
7,17.5,1.48,11.47,92
7,17.5,1.63,13.87,102
7,17.5,1.8,17,114
7,17.5,1.9,18.96,122
7,17.5,2.03,21.83,134
7,17.5,2.13,24.013,143
7,17.5,2.27,27.63,161
7,17.5,2.42,31.79,178
7,17.5,2.54,35.43,193
7,17.5,2.66,39.34,210
7,17.5,2.79,43.75,230
7,17.5,2.89,47.6,245
7,17.5,3.13,57.3,286
7,17.5,3.25,62.81,308
8,17.5,3.26,189.75,456
8,17.5,3.06,168.69,407
8,17.5,2.96,158.65,384
8,17.5,2.82,145.01,354
8,17.5,2.73,136.81,337
8,17.5,2.57,122.67,301
8,17.5,2.39,107.39,268
8,17.5,2.26,97.17,245
8,17.5,2.11,85.95,220
8,17.5,2.02,79.68,205
8,17.5,1.91,72.25,189
8,17.5,1.78,63.7,171
8,17.5,1.65,55.66,154
8,17.5,1.5,47.16,138
8,17.5,1.33,38.3,122
8,17.5,1.1,27.85,98
8,17.5,0.89,19.57,72
8,17.5,1.26,35.02,115
8,17.5,1.71,59.52,161
8,17.5,1.92,72.84,192
8,17.5,2.3,99.91,252
8,17.5,1.3,37,117
8,17.5,1.37,40.81,125
8,17.5,1.42,42.78,129
8,17.5,1.45,44.63,132
8,17.5,1.47,45.89,135
8,17.5,1.55,58.1,143
8,17.5,1.61,53.6,149
9,17.5,3.03,80.73,349
9,17.5,2.74,65.31,290
9,17.5,2.45,51.84,237
9,17.5,2.22,42.35,199
9,17.5,1.99,34.46,165
9,17.5,1.71,26.12,131
9,17.5,1.51,20.98,113
9,17.5,1.28,15.86,93
9,17.5,0.98,10.25,63
10,17.5,0.98,9.83,62
10,17.5,1.26,14.51,90
10,17.5,1.51,19.34,111
10,17.5,1.74,24.06,130
10,17.5,1.97,29.86,154
10,17.5,2.26,36.76,192
10,17.5,2.5,44.5,229
10,17.5,2.74,52.51,270
10,17.5,3.02,62.76,322
11,17.5,1.62,20.77,115
11,17.5,1.24,13.8,86
11,17.5,0.97,9.48,60
11,17.5,1.84,25.78,136
11,17.5,2.02,30.13,156
11,17.5,2.32,37.87,193
11,17.5,2.53,43.96,223
11,17.5,2.76,50.17,261
11,17.5,3.03,59.34,311
12,17.5,3.01,54.85,292
12,17.5,2.76,47.38,251
12,17.5,2.52,40.73,214
12,17.5,2.25,34.1,179
12,17.5,2.03,28.87,154
12,17.5,1.73,22.54,123
12,17.5,1.53,18.6,108
12,17.5,1.22,13.26,84
12,17.5,0.97,9.43,60
